Mês/Ano,Razão Social,CNPJ,Instalação,Região,Estado,Município,Produto,Produção
07/2023,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,Querosene Iluminante (m³),40
07/2023,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,Asfalto (kg),140817
07/2023,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,Cimento Asfáltico (kg),15613260
07/2023,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,Coque (kg),17408480
07/2023,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,Gasolina A (m³),221021
07/2023,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,GLP (kg),35715452
07/2023,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,Nafta (m³),60189
07/2023,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,Óleo Combustível (kg),40005898
07/2023,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,Óleo Diesel S10 (m³),203948
07/2023,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,Óleo Diesel S500 (m³),199064
07/2023,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,Querosene de Aviação (m³),8241
07/2023,PETROLEO BRASILEIRO S/A,33000167014757,RPBC,SUDESTE,São Paulo,CUBATAO,Coque (kg),51385000
07/2023,PETROLEO BRASILEIRO S/A,33000167014757,RPBC,SUDESTE,São Paulo,CUBATAO,DMA-MGO (m³),23891
07/2023,PETROLEO BRASILEIRO S/A,33000167014757,RPBC,SUDESTE,São Paulo,CUBATAO,Gasolina A (m³),243487
07/2023,PETROLEO BRASILEIRO S/A,33000167014757,RPBC,SUDESTE,São Paulo,CUBATAO,Gasolina A Premium (m³),4974
07/2023,PETROLEO BRASILEIRO S/A,33000167014757,RPBC,SUDESTE,São Paulo,CUBATAO,Gasolina de aviação (m³),6924
07/2023,PETROLEO BRASILEIRO S/A,33000167014757,RPBC,SUDESTE,São Paulo,CUBATAO,GLP (kg),26057512
07/2023,PETROLEO BRASILEIRO S/A,33000167014757,RPBC,SUDESTE,São Paulo,CUBATAO,Óleo Combustível (kg),43480058
07/2023,PETROLEO BRASILEIRO S/A,33000167014757,RPBC,SUDESTE,São Paulo,CUBATAO,Óleo Combustível Marítimo (kg),36082512
07/2023,PETROLEO BRASILEIRO S/A,33000167014757,RPBC,SUDESTE,São Paulo,CUBATAO,Óleo Diesel S10 (m³),321861
07/2023,PETROLEO BRASILEIRO S/A,33000167014757,RPBC,SUDESTE,São Paulo,CUBATAO,Óleo Diesel S500 (m³),83016
07/2023,PETROLEO BRASILEIRO S/A,33000167014757,RPBC,SUDESTE,São Paulo,CUBATAO,Solventes (m³),16672
07/2023,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,Cimento Asfáltico (kg),48011959
07/2023,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,Coque (kg),100358147
07/2023,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,DMA-MGO (m³),12361
07/2023,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,Gasolina A (m³),384019
07/2023,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,GLP (kg),78303664
07/2023,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,Nafta (m³),146443
07/2023,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,Óleo Combustível (kg),19780089
07/2023,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,Óleo Combustível Marítimo (kg),152694911
07/2023,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,Óleo Diesel S10 (m³),587296
07/2023,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,Óleo Diesel S500 (m³),293663
07/2023,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,Querosene de Aviação (m³),59682
07/2023,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,Asfalto (kg),796496
07/2023,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,Cimento Asfáltico (kg),49027098
07/2023,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,Coque (kg),40650000
07/2023,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,DMA-MGO (m³),10277
07/2023,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,Gasolina A (m³),296216
07/2023,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,GLP (kg),52299089
07/2023,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,Nafta (m³),1976
07/2023,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,Óleo Combustível (kg),71881936
07/2023,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,Óleo Combustível Marítimo (kg),730014
07/2023,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,Óleo Diesel S10 (m³),228291
07/2023,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,Óleo Diesel S500 (m³),249726
07/2023,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,Querosene de Aviação (m³),19206
07/2023,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,Querosene Iluminante (m³),53
07/2023,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,Solventes (m³),3428
07/2023,PETROLEO BRASILEIRO S/A,33000167082248,REVAP,SUDESTE,São Paulo,SAO JOSE DOS CAMPOS,Cimento Asfáltico (kg),25012695
07/2023,PETROLEO BRASILEIRO S/A,33000167082248,REVAP,SUDESTE,São Paulo,SAO JOSE DOS CAMPOS,Coque (kg),47473540
07/2023,PETROLEO BRASILEIRO S/A,33000167082248,REVAP,SUDESTE,São Paulo,SAO JOSE DOS CAMPOS,Gasolina A (m³),376156
07/2023,PETROLEO BRASILEIRO S/A,33000167082248,REVAP,SUDESTE,São Paulo,SAO JOSE DOS CAMPOS,GLP (kg),43901867
07/2023,PETROLEO BRASILEIRO S/A,33000167082248,REVAP,SUDESTE,São Paulo,SAO JOSE DOS CAMPOS,Nafta (m³),15022
07/2023,PETROLEO BRASILEIRO S/A,33000167082248,REVAP,SUDESTE,São Paulo,SAO JOSE DOS CAMPOS,Óleo Combustível (kg),161629852
07/2023,PETROLEO BRASILEIRO S/A,33000167082248,REVAP,SUDESTE,São Paulo,SAO JOSE DOS CAMPOS,Óleo Diesel S10 (m³),205892
07/2023,PETROLEO BRASILEIRO S/A,33000167082248,REVAP,SUDESTE,São Paulo,SAO JOSE DOS CAMPOS,Óleo Diesel S500 (m³),124976
07/2023,PETROLEO BRASILEIRO S/A,33000167082248,REVAP,SUDESTE,São Paulo,SAO JOSE DOS CAMPOS,Outros Óleos Diesel (m³),800
07/2023,PETROLEO BRASILEIRO S/A,33000167082248,REVAP,SUDESTE,São Paulo,SAO JOSE DOS CAMPOS,Querosene de Aviação (m³),173767
07/2023,PETROLEO BRASILEIRO S/A,33000167082248,REVAP,SUDESTE,São Paulo,SAO JOSE DOS CAMPOS,Solventes (m³),461
07/2023,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,Gasolina A (m³),110992
07/2023,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,GLP (kg),14968297
07/2023,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,Nafta (m³),603
07/2023,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,Óleo Combustível (kg),25589052
07/2023,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,Óleo Diesel S10 (m³),131580
07/2023,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,Óleo Diesel S500 (m³),11759
07/2023,PETROLEO BRASILEIRO S/A,33000167085263,RECAP,SUDESTE,São Paulo,MAUA,Solventes (m³),2877
07/2023,PETROLEO BRASILEIRO S/A,33000167111108,RNEST,NORDESTE,Pernambuco,IPOJUCA,Coque (kg),36701518
07/2023,PETROLEO BRASILEIRO S/A,33000167111108,RNEST,NORDESTE,Pernambuco,IPOJUCA,Gasolina A (m³),3136
07/2023,PETROLEO BRASILEIRO S/A,33000167111108,RNEST,NORDESTE,Pernambuco,IPOJUCA,GLP (kg),7751908
07/2023,PETROLEO BRASILEIRO S/A,33000167111108,RNEST,NORDESTE,Pernambuco,IPOJUCA,Nafta (m³),59420
07/2023,PETROLEO BRASILEIRO S/A,33000167111108,RNEST,NORDESTE,Pernambuco,IPOJUCA,Óleo Combustível (kg),15697543
07/2023,PETROLEO BRASILEIRO S/A,33000167111108,RNEST,NORDESTE,Pernambuco,IPOJUCA,Óleo Combustível Marítimo (kg),30855249
07/2023,PETROLEO BRASILEIRO S/A,33000167111108,RNEST,NORDESTE,Pernambuco,IPOJUCA,Óleo Diesel S10 (m³),306350
07/2023,PETROLEO BRASILEIRO S/A,33000167111108,RNEST,NORDESTE,Pernambuco,IPOJUCA,Óleo Diesel S500 (m³),15423
07/2023,REFINARIA DE PETRÓLEOS DE MANGUINHOS S/A,33412081000196,MANGUINHOS,SUDESTE,Rio de Janeiro,RIO DE JANEIRO,DMA-MGO (m³),4997
07/2023,REFINARIA DE PETRÓLEOS DE MANGUINHOS S/A,33412081000196,MANGUINHOS,SUDESTE,Rio de Janeiro,RIO DE JANEIRO,Gasolina A (m³),90329
07/2023,REFINARIA DE PETRÓLEOS DE MANGUINHOS S/A,33412081000196,MANGUINHOS,SUDESTE,Rio de Janeiro,RIO DE JANEIRO,Gasolina A Premium (m³),3
07/2023,REFINARIA DE PETRÓLEOS DE MANGUINHOS S/A,33412081000196,MANGUINHOS,SUDESTE,Rio de Janeiro,RIO DE JANEIRO,Nafta (m³),60142
07/2023,REFINARIA DE PETRÓLEOS DE MANGUINHOS S/A,33412081000196,MANGUINHOS,SUDESTE,Rio de Janeiro,RIO DE JANEIRO,Óleo Diesel S10 (m³),18412
07/2023,REFINARIA DE PETRÓLEOS DE MANGUINHOS S/A,33412081000196,MANGUINHOS,SUDESTE,Rio de Janeiro,RIO DE JANEIRO,Solventes (m³),0
07/2023,REFINARIA DE MANAUS S.A.,40180943000168,REAM,NORTE,Amazonas,MANAUS,Cimento Asfáltico (kg),19871023
07/2023,REFINARIA DE MANAUS S.A.,40180943000168,REAM,NORTE,Amazonas,MANAUS,DMA-MGO (m³),31915
07/2023,REFINARIA DE MANAUS S.A.,40180943000168,REAM,NORTE,Amazonas,MANAUS,Gasolina A (m³),97655
07/2023,REFINARIA DE MANAUS S.A.,40180943000168,REAM,NORTE,Amazonas,MANAUS,GLP (kg),914269
07/2023,REFINARIA DE MANAUS S.A.,40180943000168,REAM,NORTE,Amazonas,MANAUS,Nafta (m³),19716
07/2023,REFINARIA DE MANAUS S.A.,40180943000168,REAM,NORTE,Amazonas,MANAUS,Óleo Combustível (kg),2205982
07/2023,REFINARIA DE MANAUS S.A.,40180943000168,REAM,NORTE,Amazonas,MANAUS,Óleo Combustível Marítimo (kg),26910786
07/2023,REFINARIA DE MANAUS S.A.,40180943000168,REAM,NORTE,Amazonas,MANAUS,Óleo Diesel S10 (m³),0
07/2023,REFINARIA DE MANAUS S.A.,40180943000168,REAM,NORTE,Amazonas,MANAUS,Óleo Diesel S500 (m³),72435
07/2023,REFINARIA DE MANAUS S.A.,40180943000168,REAM,NORTE,Amazonas,MANAUS,Querosene de Aviação (m³),16914
07/2023,PARANÁ XISTO S.A.,40254927000172,Paraná Xisto S.A.,SUL,Paraná,SAO MATEUS DO SUL,GLP (kg),113650
07/2023,PARANÁ XISTO S.A.,40254927000172,Paraná Xisto S.A.,SUL,Paraná,SAO MATEUS DO SUL,Nafta (m³),700
07/2023,PARANÁ XISTO S.A.,40254927000172,Paraná Xisto S.A.,SUL,Paraná,SAO MATEUS DO SUL,Óleo Combustível (kg),7591897
07/2023,REFINARIA DE MATARIPE S.A.,41777706000141,REFMAT,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,Butano (m³),1467
07/2023,REFINARIA DE MATARIPE S.A.,41777706000141,REFMAT,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,Cimento Asfáltico (kg),16962776
07/2023,REFINARIA DE MATARIPE S.A.,41777706000141,REFMAT,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,Gasolina A (m³),325457
07/2023,REFINARIA DE MATARIPE S.A.,41777706000141,REFMAT,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,GLP (kg),50940442
07/2023,REFINARIA DE MATARIPE S.A.,41777706000141,REFMAT,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,Lubrificantes (m³),3821
07/2023,REFINARIA DE MATARIPE S.A.,41777706000141,REFMAT,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,Nafta (m³),78924
07/2023,REFINARIA DE MATARIPE S.A.,41777706000141,REFMAT,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,Óleo Combustível (kg),0
07/2023,REFINARIA DE MATARIPE S.A.,41777706000141,REFMAT,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,Óleo Combustível Marítimo (kg),365618886
07/2023,REFINARIA DE MATARIPE S.A.,41777706000141,REFMAT,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,Óleo Diesel S10 (m³),351698
07/2023,REFINARIA DE MATARIPE S.A.,41777706000141,REFMAT,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,Óleo Diesel S500 (m³),140455
07/2023,REFINARIA DE MATARIPE S.A.,41777706000141,REFMAT,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,Parafinas (kg),8526115
07/2023,REFINARIA DE MATARIPE S.A.,41777706000141,REFMAT,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,Querosene de Aviação (m³),58319
07/2023,REFINARIA DE MATARIPE S.A.,41777706000141,REFMAT,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,Querosene Iluminante (m³),566
07/2023,REFINARIA DE MATARIPE S.A.,41777706000141,REFMAT,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,Solventes (m³),491
07/2023,3R POTIGUAR S.A.,44186763000225,3R POTIGUAR S.A.,NORDESTE,Rio Grande do Norte,GUAMARE,DMA-MGO (m³),12608
07/2023,3R POTIGUAR S.A.,44186763000225,3R POTIGUAR S.A.,NORDESTE,Rio Grande do Norte,GUAMARE,Nafta (m³),13051
07/2023,3R POTIGUAR S.A.,44186763000225,3R POTIGUAR S.A.,NORDESTE,Rio Grande do Norte,GUAMARE,Óleo Diesel S10 (m³),0
07/2023,3R POTIGUAR S.A.,44186763000225,3R POTIGUAR S.A.,NORDESTE,Rio Grande do Norte,GUAMARE,Óleo Diesel S500 (m³),9948
07/2023,REFINARIA DE PETRÓLEO RIOGRANDENSE S.A.,94845674000130,RIOGRANDENSE,SUL,Rio Grande do Sul,RIO GRANDE,DMA-MGO (m³),6480
07/2023,REFINARIA DE PETRÓLEO RIOGRANDENSE S.A.,94845674000130,RIOGRANDENSE,SUL,Rio Grande do Sul,RIO GRANDE,Gasolina A (m³),10551
07/2023,REFINARIA DE PETRÓLEO RIOGRANDENSE S.A.,94845674000130,RIOGRANDENSE,SUL,Rio Grande do Sul,RIO GRANDE,GLP (kg),1031426
07/2023,REFINARIA DE PETRÓLEO RIOGRANDENSE S.A.,94845674000130,RIOGRANDENSE,SUL,Rio Grande do Sul,RIO GRANDE,Nafta (m³),17762
07/2023,REFINARIA DE PETRÓLEO RIOGRANDENSE S.A.,94845674000130,RIOGRANDENSE,SUL,Rio Grande do Sul,RIO GRANDE,Óleo Combustível (kg),17199818
07/2023,REFINARIA DE PETRÓLEO RIOGRANDENSE S.A.,94845674000130,RIOGRANDENSE,SUL,Rio Grande do Sul,RIO GRANDE,Óleo Combustível Marítimo (kg),23891170
07/2023,REFINARIA DE PETRÓLEO RIOGRANDENSE S.A.,94845674000130,RIOGRANDENSE,SUL,Rio Grande do Sul,RIO GRANDE,Óleo Diesel S500 (m³),13095
07/2023,REFINARIA DE PETRÓLEO RIOGRANDENSE S.A.,94845674000130,RIOGRANDENSE,SUL,Rio Grande do Sul,RIO GRANDE,Querosene Iluminante (m³),98
07/2023,REFINARIA DE PETRÓLEO RIOGRANDENSE S.A.,94845674000130,RIOGRANDENSE,SUL,Rio Grande do Sul,RIO GRANDE,Solventes (m³),3305
06/2023,DAX OIL REFINO S/A,04585532000199,DAX OIL,NORDESTE,Bahia,CAMACARI,Gasolina A (m³),1903
06/2023,DAX OIL REFINO S/A,04585532000199,DAX OIL,NORDESTE,Bahia,CAMACARI,Nafta (m³),0
06/2023,DAX OIL REFINO S/A,04585532000199,DAX OIL,NORDESTE,Bahia,CAMACARI,Óleo Combustível (kg),7871490
06/2023,DAX OIL REFINO S/A,04585532000199,DAX OIL,NORDESTE,Bahia,CAMACARI,Solventes (m³),17727
06/2023,SSOIL ENERGY S/A,30459634000178,SSOIL,SUDESTE,São Paulo,COROADOS,Gasolina A (m³),9513
06/2023,SSOIL ENERGY S/A,30459634000178,SSOIL,SUDESTE,São Paulo,COROADOS,Nafta (m³),0
06/2023,SSOIL ENERGY S/A,30459634000178,SSOIL,SUDESTE,São Paulo,COROADOS,Solventes (m³),0
06/2023,PETROLEO BRASILEIRO S/A,33000167005502,LUBNOR,NORDESTE,Ceará,FORTALEZA,Cimento Asfáltico (kg),19895978
06/2023,PETROLEO BRASILEIRO S/A,33000167005502,LUBNOR,NORDESTE,Ceará,FORTALEZA,DMA-MGO (m³),1764
06/2023,PETROLEO BRASILEIRO S/A,33000167005502,LUBNOR,NORDESTE,Ceará,FORTALEZA,Lubrificantes (m³),6126
06/2023,PETROLEO BRASILEIRO S/A,33000167005502,LUBNOR,NORDESTE,Ceará,FORTALEZA,Óleo Combustível Marítimo (kg),15412947
06/2023,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,Cimento Asfáltico (kg),19270927
06/2023,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,Coque (kg),24979620
06/2023,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,DMA-MGO (m³),190374
06/2023,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,Gasolina A (m³),213295
06/2023,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,GLP (kg),71731973
06/2023,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,Lubrificantes (m³),47083
06/2023,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,Nafta (m³),130815
06/2023,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,Óleo Combustível (kg),229840140
06/2023,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,Óleo Combustível Marítimo (kg),49246338
06/2023,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,Óleo Diesel S10 (m³),115353
06/2023,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,Outros Óleos Diesel (m³),48228
06/2023,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,Parafinas (kg),889266
06/2023,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,Propano (m³),24071
06/2023,PETROLEO BRASILEIRO S/A,33000167008862,REDUC,SUDESTE,Rio de Janeiro,DUQUE DE CAXIAS,Querosene de Aviação (m³),51723
06/2023,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,Cimento Asfáltico (kg),70689613
06/2023,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,Coque (kg),26828000
06/2023,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,Gasolina A (m³),221950
06/2023,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,GLP (kg),32108958
06/2023,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,Óleo Combustível (kg),26148184
06/2023,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,Óleo Diesel S10 (m³),232945
06/2023,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,Óleo Diesel S500 (m³),124229
06/2023,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,Querosene de Aviação (m³),45571
06/2023,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,Querosene Iluminante (m³),130
06/2023,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,Asfalto (kg),165879
06/2023,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,Cimento Asfáltico (kg),16524339
06/2023,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,Coque (kg),14856000
06/2023,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,Gasolina A (m³),207659
06/2023,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,GLP (kg),41732108
06/2023,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,Nafta (m³),65042
06/2023,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,Óleo Combustível (kg),32191765
06/2023,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,Óleo Diesel S10 (m³),183338
06/2023,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,Óleo Diesel S500 (m³),221135
06/2023,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,Querosene de Aviação (m³),11937
06/2023,PETROLEO BRASILEIRO S/A,33000167014757,RPBC,SUDESTE,São Paulo,CUBATAO,Coque (kg),46282000
06/2023,PETROLEO BRASILEIRO S/A,33000167014757,RPBC,SUDESTE,São Paulo,CUBATAO,DMA-MGO (m³),37777
06/2023,PETROLEO BRASILEIRO S/A,33000167014757,RPBC,SUDESTE,São Paulo,CUBATAO,Gasolina A (m³),242691
06/2023,PETROLEO BRASILEIRO S/A,33000167014757,RPBC,SUDESTE,São Paulo,CUBATAO,Gasolina A Premium (m³),7141
06/2023,PETROLEO BRASILEIRO S/A,33000167014757,RPBC,SUDESTE,São Paulo,CUBATAO,Gasolina de aviação (m³),7077
06/2023,PETROLEO BRASILEIRO S/A,33000167014757,RPBC,SUDESTE,São Paulo,CUBATAO,GLP (kg),29256888
06/2023,PETROLEO BRASILEIRO S/A,33000167014757,RPBC,SUDESTE,São Paulo,CUBATAO,Óleo Combustível (kg),63762368
06/2023,PETROLEO BRASILEIRO S/A,33000167014757,RPBC,SUDESTE,São Paulo,CUBATAO,Óleo Combustível Marítimo (kg),22829931
06/2023,PETROLEO BRASILEIRO S/A,33000167014757,RPBC,SUDESTE,São Paulo,CUBATAO,Óleo Diesel S10 (m³),266057
06/2023,PETROLEO BRASILEIRO S/A,33000167014757,RPBC,SUDESTE,São Paulo,CUBATAO,Óleo Diesel S500 (m³),84905
06/2023,PETROLEO BRASILEIRO S/A,33000167014757,RPBC,SUDESTE,São Paulo,CUBATAO,Solventes (m³),12040
06/2023,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,Cimento Asfáltico (kg),36513804
06/2023,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,Coque (kg),98934352
06/2023,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,Gasolina A (m³),396573
06/2023,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,GLP (kg),64736346
06/2023,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,Nafta (m³),60287
06/2023,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,Óleo Combustível (kg),20477127
06/2023,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,Óleo Combustível Marítimo (kg),189943874
06/2023,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,Óleo Diesel S10 (m³),492563
06/2023,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,Óleo Diesel S500 (m³),312140
06/2023,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,Outros Óleos Diesel (m³),24
06/2023,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,Querosene de Aviação (m³),58417
06/2023,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,Asfalto (kg),421905
06/2023,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,Cimento Asfáltico (kg),38750859
06/2023,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,Coque (kg),36558000
06/2023,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,DMA-MGO (m³),10786
06/2023,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,Gasolina A (m³),292415
06/2023,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,GLP (kg),44532021
06/2023,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,Nafta (m³),60
